id,markup_value,tier_name,time_start,time_end,conv_id,trans_conv_id,lang_code,trans_lang_code,conv_audio_path,original_or_reenacted,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,trans_id,duration,remix_dict,track_side_code,participant_id,participant_id_unique,audio_path
ES_001_20,20,LittleLeft,0 days 00:03:56.725000,0 days 00:03:58.782000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_20,0 days 00:00:02.057000,{1: [1]},l,2,2,fragments-short/ES_001_20.wav
ES_001_22,22,LittleLeft,0 days 00:04:27.040000,0 days 00:04:30.820000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_22,0 days 00:00:03.780000,{1: [1]},l,2,2,fragments-short/ES_001_22.wav
ES_001_23,23,LittleLeft,0 days 00:04:33.380000,0 days 00:04:34.500000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_23,0 days 00:00:01.120000,{1: [1]},l,2,2,fragments-short/ES_001_23.wav
ES_001_24,24,LittleLeft,0 days 00:04:34.505000,0 days 00:04:37.165000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_24,0 days 00:00:02.660000,{1: [1]},l,2,2,fragments-short/ES_001_24.wav
ES_001_25,25,LittleLeft,0 days 00:04:37.340000,0 days 00:04:39.890000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_25,0 days 00:00:02.550000,{1: [1]},l,2,2,fragments-short/ES_001_25.wav
ES_001_26,26,LittleLeft,0 days 00:04:56.525000,0 days 00:04:58.365000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_26,0 days 00:00:01.840000,{1: [1]},l,2,2,fragments-short/ES_001_26.wav
ES_001_27,27,LittleLeft,0 days 00:05:17.233000,0 days 00:05:20.163000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_27,0 days 00:00:02.930000,{1: [1]},l,2,2,fragments-short/ES_001_27.wav
ES_001_28,28,LittleLeft,0 days 00:05:20.770000,0 days 00:05:23.160000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_28,0 days 00:00:02.390000,{1: [1]},l,2,2,fragments-short/ES_001_28.wav
ES_001_31,31,LittleLeft,0 days 00:05:40.820000,0 days 00:05:43.080000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_31,0 days 00:00:02.260000,{1: [1]},l,2,2,fragments-short/ES_001_31.wav
ES_001_33,33,LittleLeft,0 days 00:06:19.781000,0 days 00:06:23.021000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_33,0 days 00:00:03.240000,{1: [1]},l,2,2,fragments-short/ES_001_33.wav
ES_001_34,34,LittleLeft,0 days 00:06:23.110000,0 days 00:06:23.790000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_34,0 days 00:00:00.680000,{1: [1]},l,2,2,fragments-short/ES_001_34.wav
ES_001_35,35,LittleLeft,0 days 00:06:23.885000,0 days 00:06:26.415000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_35,0 days 00:00:02.530000,{1: [1]},l,2,2,fragments-short/ES_001_35.wav
ES_001_40,40,LittleLeft,0 days 00:07:36.683000,0 days 00:07:37.413000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_40,0 days 00:00:00.730000,{1: [1]},l,2,2,fragments-short/ES_001_40.wav
ES_001_41,41,LittleLeft,0 days 00:08:51.393000,0 days 00:08:55.213000,ES_001,EN_001,ES,EN,recordings/ES_001.wav,OG,2,1,2,1,EN_001_41,0 days 00:00:03.820000,{1: [1]},l,2,2,fragments-short/ES_001_41.wav
EN_001_2,2,LittleRight,0 days 00:02:06.201000,0 days 00:02:07.228000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_2,0 days 00:00:01.027000,{1: [2]},r,1,1,fragments-short/EN_001_2.wav
EN_001_3,3,LittleRight,0 days 00:05:12.793000,0 days 00:05:14.753000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_3,0 days 00:00:01.960000,{1: [2]},r,1,1,fragments-short/EN_001_3.wav
EN_001_5,5,LittleRight,0 days 00:05:16.185000,0 days 00:05:21.955000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_5,0 days 00:00:05.770000,{1: [2]},r,1,1,fragments-short/EN_001_5.wav
EN_001_6,6,LittleRight,0 days 00:07:59.702000,0 days 00:08:01.729000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_6,0 days 00:00:02.027000,{1: [2]},r,1,1,fragments-short/EN_001_6.wav
EN_001_8,8,LittleRight,0 days 00:08:01.904000,0 days 00:08:03.863000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_8,0 days 00:00:01.959000,{1: [2]},r,1,1,fragments-short/EN_001_8.wav
EN_001_11,11,LittleRight,0 days 00:12:42.465000,0 days 00:12:43.573000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_11,0 days 00:00:01.108000,{1: [2]},r,1,1,fragments-short/EN_001_11.wav
EN_001_13,13,LittleRight,0 days 00:14:58.977000,0 days 00:15:03.787000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_13,0 days 00:00:04.810000,{1: [2]},r,1,1,fragments-short/EN_001_13.wav
EN_001_15,15,LittleRight,0 days 00:15:04.916000,0 days 00:15:05.821000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_15,0 days 00:00:00.905000,{1: [2]},r,1,1,fragments-short/EN_001_15.wav
EN_001_17,17,LittleRight,0 days 00:17:52.789000,0 days 00:17:55.695000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_17,0 days 00:00:02.906000,{1: [2]},r,1,1,fragments-short/EN_001_17.wav
EN_001_21,21,LittleRight,0 days 00:25:26.071000,0 days 00:25:30.800000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_21,0 days 00:00:04.729000,{1: [2]},r,1,1,fragments-short/EN_001_21.wav
EN_001_29,29,LittleRight,0 days 00:32:22.512000,0 days 00:32:23.661000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_29,0 days 00:00:01.149000,{1: [2]},r,1,1,fragments-short/EN_001_29.wav
EN_001_30,30,LittleRight,0 days 00:36:14.066000,0 days 00:36:18.093000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_30,0 days 00:00:04.027000,{1: [2]},r,1,1,fragments-short/EN_001_30.wav
EN_001_36,36,LittleRight,0 days 00:40:10.289000,0 days 00:40:12.586000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_36,0 days 00:00:02.297000,{1: [2]},r,1,1,fragments-short/EN_001_36.wav
EN_001_37,37,LittleRight,0 days 00:40:12.640000,0 days 00:40:13.883000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_37,0 days 00:00:01.243000,{1: [2]},r,1,1,fragments-short/EN_001_37.wav
EN_001_38,38,LittleRight,0 days 00:43:35.236000,0 days 00:43:36.884000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_38,0 days 00:00:01.648000,{1: [2]},r,1,1,fragments-short/EN_001_38.wav
EN_001_39,39,LittleRight,0 days 00:43:36.898000,0 days 00:43:37.952000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_39,0 days 00:00:01.054000,{1: [2]},r,1,1,fragments-short/EN_001_39.wav
EN_001_42,42,LittleRight,0 days 00:47:55.627000,0 days 00:47:58.749000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_42,0 days 00:00:03.122000,{1: [2]},r,1,1,fragments-short/EN_001_42.wav
EN_001_1,1,LittleLeft,0 days 00:02:05.357000,0 days 00:02:06.235000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_1,0 days 00:00:00.878000,{1: [1]},l,2,2,fragments-short/EN_001_1.wav
EN_001_4,4,LittleLeft,0 days 00:05:14.854000,0 days 00:05:16.057000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_4,0 days 00:00:01.203000,{1: [1]},l,2,2,fragments-short/EN_001_4.wav
EN_001_10,10,LittleLeft,0 days 00:12:36.560000,0 days 00:12:42.479000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_10,0 days 00:00:05.919000,{1: [1]},l,2,2,fragments-short/EN_001_10.wav
EN_001_12,12,LittleLeft,0 days 00:12:43.559000,0 days 00:12:44.722000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_12,0 days 00:00:01.163000,{1: [1]},l,2,2,fragments-short/EN_001_12.wav
EN_001_14,14,LittleLeft,0 days 00:15:03.950000,0 days 00:15:04.936000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_14,0 days 00:00:00.986000,{1: [1]},l,2,2,fragments-short/EN_001_14.wav
EN_001_16,16,LittleLeft,0 days 00:17:51.472000,0 days 00:17:52.675000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_16,0 days 00:00:01.203000,{1: [1]},l,2,2,fragments-short/EN_001_16.wav
EN_001_18,18,LittleLeft,0 days 00:18:55.783000,0 days 00:18:58.539000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_18,0 days 00:00:02.756000,{1: [1]},l,2,2,fragments-short/EN_001_18.wav
EN_001_19,19,LittleLeft,0 days 00:18:58.539000,0 days 00:19:00.877000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_19,0 days 00:00:02.338000,{1: [1]},l,2,2,fragments-short/EN_001_19.wav
EN_001_20,20,LittleLeft,0 days 00:21:13.174000,0 days 00:21:15.472000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_20,0 days 00:00:02.298000,{1: [1]},l,2,2,fragments-short/EN_001_20.wav
EN_001_22,22,LittleLeft,0 days 00:25:30.804000,0 days 00:25:36.155000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_22,0 days 00:00:05.351000,{1: [1]},l,2,2,fragments-short/EN_001_22.wav
EN_001_23,23,LittleLeft,0 days 00:28:19.566000,0 days 00:28:20.741000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_23,0 days 00:00:01.175000,{1: [1]},l,2,2,fragments-short/EN_001_23.wav
EN_001_24,24,LittleLeft,0 days 00:28:20.741000,0 days 00:28:23.484000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_24,0 days 00:00:02.743000,{1: [1]},l,2,2,fragments-short/EN_001_24.wav
EN_001_25,25,LittleLeft,0 days 00:28:23.485000,0 days 00:28:26.174000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_25,0 days 00:00:02.689000,{1: [1]},l,2,2,fragments-short/EN_001_25.wav
EN_001_26,26,LittleLeft,0 days 00:29:50.923000,0 days 00:29:52.937000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_26,0 days 00:00:02.014000,{1: [1]},l,2,2,fragments-short/EN_001_26.wav
EN_001_27,27,LittleLeft,0 days 00:32:16.512000,0 days 00:32:19.148000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_27,0 days 00:00:02.636000,{1: [1]},l,2,2,fragments-short/EN_001_27.wav
EN_001_28,28,LittleLeft,0 days 00:32:19.600000,0 days 00:32:21.938000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_28,0 days 00:00:02.338000,{1: [1]},l,2,2,fragments-short/EN_001_28.wav
EN_001_31,31,LittleLeft,0 days 00:36:18.119000,0 days 00:36:20.741000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_31,0 days 00:00:02.622000,{1: [1]},l,2,2,fragments-short/EN_001_31.wav
EN_001_33,33,LittleLeft,0 days 00:40:02.628000,0 days 00:40:05.749000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_33,0 days 00:00:03.121000,{1: [1]},l,2,2,fragments-short/EN_001_33.wav
EN_001_34,34,LittleLeft,0 days 00:40:05.810000,0 days 00:40:06.485000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_34,0 days 00:00:00.675000,{1: [1]},l,2,2,fragments-short/EN_001_34.wav
EN_001_35,35,LittleLeft,0 days 00:40:06.525000,0 days 00:40:09.593000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_35,0 days 00:00:03.068000,{1: [1]},l,2,2,fragments-short/EN_001_35.wav
EN_001_40,40,LittleLeft,0 days 00:43:37.952000,0 days 00:43:38.398000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_40,0 days 00:00:00.446000,{1: [1]},l,2,2,fragments-short/EN_001_40.wav
EN_001_41,41,LittleLeft,0 days 00:47:51.431000,0 days 00:47:54.553000,EN_001,ES_001,EN,ES,recordings/EN_001.wav,RE,2,1,2,1,ES_001_41,0 days 00:00:03.122000,{1: [1]},l,2,2,fragments-short/EN_001_41.wav
ES_002_1,1,LittleRight,0 days 00:02:55.305000,0 days 00:02:56.335000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_1,0 days 00:00:01.030000,{1: [2]},r,4,4,fragments-short/ES_002_1.wav
ES_002_4,4,LittleRight,0 days 00:03:21.195000,0 days 00:03:22.475000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_4,0 days 00:00:01.280000,{1: [2]},r,4,4,fragments-short/ES_002_4.wav
ES_002_6,6,LittleRight,0 days 00:03:50.685000,0 days 00:03:52.315000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_6,0 days 00:00:01.630000,{1: [2]},r,4,4,fragments-short/ES_002_6.wav
ES_002_8,8,LittleRight,0 days 00:03:57.440000,0 days 00:03:59,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_8,0 days 00:00:01.560000,{1: [2]},r,4,4,fragments-short/ES_002_8.wav
ES_002_10,10,LittleRight,0 days 00:04:00.095000,0 days 00:04:00.875000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_10,0 days 00:00:00.780000,{1: [2]},r,4,4,fragments-short/ES_002_10.wav
ES_002_11,11,LittleRight,0 days 00:04:14.670000,0 days 00:04:18.760000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_11,0 days 00:00:04.090000,{1: [2]},r,4,4,fragments-short/ES_002_11.wav
ES_002_12,12,LittleRight,0 days 00:04:18.845000,0 days 00:04:21.765000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_12,0 days 00:00:02.920000,{1: [2]},r,4,4,fragments-short/ES_002_12.wav
ES_002_15,15,LittleRight,0 days 00:04:34.380000,0 days 00:04:35.910000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_15,0 days 00:00:01.530000,{1: [2]},r,4,4,fragments-short/ES_002_15.wav
ES_002_17,17,LittleRight,0 days 00:04:37.375000,0 days 00:04:38.125000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_17,0 days 00:00:00.750000,{1: [2]},r,4,4,fragments-short/ES_002_17.wav
ES_002_18,18,LittleRight,0 days 00:05:06.805000,0 days 00:05:07.815000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_18,0 days 00:00:01.010000,{1: [2]},r,4,4,fragments-short/ES_002_18.wav
ES_002_20,20,LittleRight,0 days 00:05:07.815000,0 days 00:05:09.145000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_20,0 days 00:00:01.330000,{1: [2]},r,4,4,fragments-short/ES_002_20.wav
ES_002_21,21,LittleRight,0 days 00:05:25.940000,0 days 00:05:27.030000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_21,0 days 00:00:01.090000,{1: [2]},r,4,4,fragments-short/ES_002_21.wav
ES_002_23,23,LittleRight,0 days 00:05:53.165000,0 days 00:05:56.605000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_23,0 days 00:00:03.440000,{1: [2]},r,4,4,fragments-short/ES_002_23.wav
ES_002_27,27,LittleRight,0 days 00:08:01.760000,0 days 00:08:02.930000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_27,0 days 00:00:01.170000,{1: [2]},r,4,4,fragments-short/ES_002_27.wav
ES_002_28,28,LittleRight,0 days 00:11:03.590000,0 days 00:11:05.900000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_28,0 days 00:00:02.310000,{1: [2]},r,4,4,fragments-short/ES_002_28.wav
ES_002_29,29,LittleRight,0 days 00:11:06.155000,0 days 00:11:07.445000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_29,0 days 00:00:01.290000,{1: [2]},r,4,4,fragments-short/ES_002_29.wav
ES_002_31,31,LittleRight,0 days 00:11:08.325000,0 days 00:11:10.505000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_31,0 days 00:00:02.180000,{1: [2]},r,4,4,fragments-short/ES_002_31.wav
ES_002_34,34,LittleRight,0 days 00:11:24.775000,0 days 00:11:27.775000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_34,0 days 00:00:03,{1: [2]},r,4,4,fragments-short/ES_002_34.wav
ES_002_36,36,LittleRight,0 days 00:11:54.285000,0 days 00:11:56.825000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_36,0 days 00:00:02.540000,{1: [2]},r,4,4,fragments-short/ES_002_36.wav
ES_002_39,39,LittleRight,0 days 00:12:02.940000,0 days 00:12:04.940000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_39,0 days 00:00:02,{1: [2]},r,4,4,fragments-short/ES_002_39.wav
ES_002_40,40,LittleRight,0 days 00:12:05.930000,0 days 00:12:07.700000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_40,0 days 00:00:01.770000,{1: [2]},r,4,4,fragments-short/ES_002_40.wav
ES_002_42,42,LittleRight,0 days 00:12:26.440000,0 days 00:12:30.470000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_42,0 days 00:00:04.030000,{1: [2]},r,4,4,fragments-short/ES_002_42.wav
ES_002_2,2,LittleLeft,0 days 00:02:56.340000,0 days 00:02:56.940000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_2,0 days 00:00:00.600000,{1: [1]},l,3,3,fragments-short/ES_002_2.wav
ES_002_3,3,LittleLeft,0 days 00:03:01.460000,0 days 00:03:02.540000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_3,0 days 00:00:01.080000,{1: [1]},l,3,3,fragments-short/ES_002_3.wav
ES_002_5,5,LittleLeft,0 days 00:03:22.545000,0 days 00:03:23.655000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_5,0 days 00:00:01.110000,{1: [1]},l,3,3,fragments-short/ES_002_5.wav
ES_002_7,7,LittleLeft,0 days 00:03:52.360000,0 days 00:03:54.610000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_7,0 days 00:00:02.250000,{1: [1]},l,3,3,fragments-short/ES_002_7.wav
ES_002_9,9,LittleLeft,0 days 00:03:59.020000,0 days 00:04:00.130000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_9,0 days 00:00:01.110000,{1: [1]},l,3,3,fragments-short/ES_002_9.wav
ES_002_13,13,LittleLeft,0 days 00:04:21.045000,0 days 00:04:22.905000,ES_002,EN_002,ES,EN,recordings/ES_002.wav,OG,3,4,3,4,EN_002_13,0 days 00:00:01.860000,{1: [1]},l,3,3,fragments-short/ES_002_13.wav
