id,conv_id,lang_code,original_or_reenacted,time_start_rel,time_end_rel,duration,audio_path,concat_audio_path,trans_id,trans_lang_code,participant_id_unique
ES_001_20,ES_001,ES,OG,0 days 00:00:15.820000,0 days 00:00:17.877000,0 days 00:00:02.057000,fragments-short/ES_001_20.wav,fragments-short-concatenated/ES_001l.wav,EN_001_20,EN,2
ES_001_22,ES_001,ES,OG,0 days 00:00:17.877000,0 days 00:00:21.657000,0 days 00:00:03.780000,fragments-short/ES_001_22.wav,fragments-short-concatenated/ES_001l.wav,EN_001_22,EN,2
ES_001_23,ES_001,ES,OG,0 days 00:00:21.657000,0 days 00:00:22.777000,0 days 00:00:01.120000,fragments-short/ES_001_23.wav,fragments-short-concatenated/ES_001l.wav,EN_001_23,EN,2
ES_001_24,ES_001,ES,OG,0 days 00:00:22.777000,0 days 00:00:25.437000,0 days 00:00:02.660000,fragments-short/ES_001_24.wav,fragments-short-concatenated/ES_001l.wav,EN_001_24,EN,2
ES_001_25,ES_001,ES,OG,0 days 00:00:25.437000,0 days 00:00:27.987000,0 days 00:00:02.550000,fragments-short/ES_001_25.wav,fragments-short-concatenated/ES_001l.wav,EN_001_25,EN,2
ES_001_26,ES_001,ES,OG,0 days 00:00:27.987000,0 days 00:00:29.827000,0 days 00:00:01.840000,fragments-short/ES_001_26.wav,fragments-short-concatenated/ES_001l.wav,EN_001_26,EN,2
ES_001_27,ES_001,ES,OG,0 days 00:00:29.827000,0 days 00:00:32.757000,0 days 00:00:02.930000,fragments-short/ES_001_27.wav,fragments-short-concatenated/ES_001l.wav,EN_001_27,EN,2
ES_001_28,ES_001,ES,OG,0 days 00:00:32.757000,0 days 00:00:35.147000,0 days 00:00:02.390000,fragments-short/ES_001_28.wav,fragments-short-concatenated/ES_001l.wav,EN_001_28,EN,2
ES_001_31,ES_001,ES,OG,0 days 00:00:35.147000,0 days 00:00:37.407000,0 days 00:00:02.260000,fragments-short/ES_001_31.wav,fragments-short-concatenated/ES_001l.wav,EN_001_31,EN,2
ES_001_33,ES_001,ES,OG,0 days 00:00:37.407000,0 days 00:00:40.647000,0 days 00:00:03.240000,fragments-short/ES_001_33.wav,fragments-short-concatenated/ES_001l.wav,EN_001_33,EN,2
ES_001_34,ES_001,ES,OG,0 days 00:00:40.647000,0 days 00:00:41.327000,0 days 00:00:00.680000,fragments-short/ES_001_34.wav,fragments-short-concatenated/ES_001l.wav,EN_001_34,EN,2
ES_001_35,ES_001,ES,OG,0 days 00:00:41.327000,0 days 00:00:43.857000,0 days 00:00:02.530000,fragments-short/ES_001_35.wav,fragments-short-concatenated/ES_001l.wav,EN_001_35,EN,2
ES_001_41,ES_001,ES,OG,0 days 00:00:43.857000,0 days 00:00:47.677000,0 days 00:00:03.820000,fragments-short/ES_001_41.wav,fragments-short-concatenated/ES_001l.wav,EN_001_41,EN,2
EN_001_2,EN_001,EN,RE,0 days 00:00:00,0 days 00:00:01.027000,0 days 00:00:01.027000,fragments-short/EN_001_2.wav,fragments-short-concatenated/EN_001r.wav,ES_001_2,ES,1
EN_001_3,EN_001,EN,RE,0 days 00:00:01.027000,0 days 00:00:02.987000,0 days 00:00:01.960000,fragments-short/EN_001_3.wav,fragments-short-concatenated/EN_001r.wav,ES_001_3,ES,1
EN_001_5,EN_001,EN,RE,0 days 00:00:02.987000,0 days 00:00:08.757000,0 days 00:00:05.770000,fragments-short/EN_001_5.wav,fragments-short-concatenated/EN_001r.wav,ES_001_5,ES,1
EN_001_6,EN_001,EN,RE,0 days 00:00:08.757000,0 days 00:00:10.784000,0 days 00:00:02.027000,fragments-short/EN_001_6.wav,fragments-short-concatenated/EN_001r.wav,ES_001_6,ES,1
EN_001_8,EN_001,EN,RE,0 days 00:00:10.784000,0 days 00:00:12.743000,0 days 00:00:01.959000,fragments-short/EN_001_8.wav,fragments-short-concatenated/EN_001r.wav,ES_001_8,ES,1
EN_001_11,EN_001,EN,RE,0 days 00:00:12.743000,0 days 00:00:13.851000,0 days 00:00:01.108000,fragments-short/EN_001_11.wav,fragments-short-concatenated/EN_001r.wav,ES_001_11,ES,1
EN_001_13,EN_001,EN,RE,0 days 00:00:13.851000,0 days 00:00:18.661000,0 days 00:00:04.810000,fragments-short/EN_001_13.wav,fragments-short-concatenated/EN_001r.wav,ES_001_13,ES,1
EN_001_15,EN_001,EN,RE,0 days 00:00:18.661000,0 days 00:00:19.566000,0 days 00:00:00.905000,fragments-short/EN_001_15.wav,fragments-short-concatenated/EN_001r.wav,ES_001_15,ES,1
EN_001_17,EN_001,EN,RE,0 days 00:00:19.566000,0 days 00:00:22.472000,0 days 00:00:02.906000,fragments-short/EN_001_17.wav,fragments-short-concatenated/EN_001r.wav,ES_001_17,ES,1
EN_001_21,EN_001,EN,RE,0 days 00:00:22.472000,0 days 00:00:27.201000,0 days 00:00:04.729000,fragments-short/EN_001_21.wav,fragments-short-concatenated/EN_001r.wav,ES_001_21,ES,1
EN_001_29,EN_001,EN,RE,0 days 00:00:27.201000,0 days 00:00:28.350000,0 days 00:00:01.149000,fragments-short/EN_001_29.wav,fragments-short-concatenated/EN_001r.wav,ES_001_29,ES,1
EN_001_30,EN_001,EN,RE,0 days 00:00:28.350000,0 days 00:00:32.377000,0 days 00:00:04.027000,fragments-short/EN_001_30.wav,fragments-short-concatenated/EN_001r.wav,ES_001_30,ES,1
EN_001_36,EN_001,EN,RE,0 days 00:00:32.377000,0 days 00:00:34.674000,0 days 00:00:02.297000,fragments-short/EN_001_36.wav,fragments-short-concatenated/EN_001r.wav,ES_001_36,ES,1
EN_001_37,EN_001,EN,RE,0 days 00:00:34.674000,0 days 00:00:35.917000,0 days 00:00:01.243000,fragments-short/EN_001_37.wav,fragments-short-concatenated/EN_001r.wav,ES_001_37,ES,1
EN_001_38,EN_001,EN,RE,0 days 00:00:35.917000,0 days 00:00:37.565000,0 days 00:00:01.648000,fragments-short/EN_001_38.wav,fragments-short-concatenated/EN_001r.wav,ES_001_38,ES,1
EN_001_39,EN_001,EN,RE,0 days 00:00:37.565000,0 days 00:00:38.619000,0 days 00:00:01.054000,fragments-short/EN_001_39.wav,fragments-short-concatenated/EN_001r.wav,ES_001_39,ES,1
EN_001_42,EN_001,EN,RE,0 days 00:00:38.619000,0 days 00:00:41.741000,0 days 00:00:03.122000,fragments-short/EN_001_42.wav,fragments-short-concatenated/EN_001r.wav,ES_001_42,ES,1
EN_001_1,EN_001,EN,RE,0 days 00:00:00,0 days 00:00:00.878000,0 days 00:00:00.878000,fragments-short/EN_001_1.wav,fragments-short-concatenated/EN_001l.wav,ES_001_1,ES,2
EN_001_4,EN_001,EN,RE,0 days 00:00:00.878000,0 days 00:00:02.081000,0 days 00:00:01.203000,fragments-short/EN_001_4.wav,fragments-short-concatenated/EN_001l.wav,ES_001_4,ES,2
EN_001_10,EN_001,EN,RE,0 days 00:00:02.081000,0 days 00:00:08,0 days 00:00:05.919000,fragments-short/EN_001_10.wav,fragments-short-concatenated/EN_001l.wav,ES_001_10,ES,2
EN_001_12,EN_001,EN,RE,0 days 00:00:08,0 days 00:00:09.163000,0 days 00:00:01.163000,fragments-short/EN_001_12.wav,fragments-short-concatenated/EN_001l.wav,ES_001_12,ES,2
EN_001_14,EN_001,EN,RE,0 days 00:00:09.163000,0 days 00:00:10.149000,0 days 00:00:00.986000,fragments-short/EN_001_14.wav,fragments-short-concatenated/EN_001l.wav,ES_001_14,ES,2
EN_001_16,EN_001,EN,RE,0 days 00:00:10.149000,0 days 00:00:11.352000,0 days 00:00:01.203000,fragments-short/EN_001_16.wav,fragments-short-concatenated/EN_001l.wav,ES_001_16,ES,2
EN_001_18,EN_001,EN,RE,0 days 00:00:11.352000,0 days 00:00:14.108000,0 days 00:00:02.756000,fragments-short/EN_001_18.wav,fragments-short-concatenated/EN_001l.wav,ES_001_18,ES,2
EN_001_19,EN_001,EN,RE,0 days 00:00:14.108000,0 days 00:00:16.446000,0 days 00:00:02.338000,fragments-short/EN_001_19.wav,fragments-short-concatenated/EN_001l.wav,ES_001_19,ES,2
EN_001_20,EN_001,EN,RE,0 days 00:00:16.446000,0 days 00:00:18.744000,0 days 00:00:02.298000,fragments-short/EN_001_20.wav,fragments-short-concatenated/EN_001l.wav,ES_001_20,ES,2
EN_001_22,EN_001,EN,RE,0 days 00:00:18.744000,0 days 00:00:24.095000,0 days 00:00:05.351000,fragments-short/EN_001_22.wav,fragments-short-concatenated/EN_001l.wav,ES_001_22,ES,2
EN_001_23,EN_001,EN,RE,0 days 00:00:24.095000,0 days 00:00:25.270000,0 days 00:00:01.175000,fragments-short/EN_001_23.wav,fragments-short-concatenated/EN_001l.wav,ES_001_23,ES,2
EN_001_24,EN_001,EN,RE,0 days 00:00:25.270000,0 days 00:00:28.013000,0 days 00:00:02.743000,fragments-short/EN_001_24.wav,fragments-short-concatenated/EN_001l.wav,ES_001_24,ES,2
EN_001_25,EN_001,EN,RE,0 days 00:00:28.013000,0 days 00:00:30.702000,0 days 00:00:02.689000,fragments-short/EN_001_25.wav,fragments-short-concatenated/EN_001l.wav,ES_001_25,ES,2
EN_001_26,EN_001,EN,RE,0 days 00:00:30.702000,0 days 00:00:32.716000,0 days 00:00:02.014000,fragments-short/EN_001_26.wav,fragments-short-concatenated/EN_001l.wav,ES_001_26,ES,2
EN_001_27,EN_001,EN,RE,0 days 00:00:32.716000,0 days 00:00:35.352000,0 days 00:00:02.636000,fragments-short/EN_001_27.wav,fragments-short-concatenated/EN_001l.wav,ES_001_27,ES,2
EN_001_28,EN_001,EN,RE,0 days 00:00:35.352000,0 days 00:00:37.690000,0 days 00:00:02.338000,fragments-short/EN_001_28.wav,fragments-short-concatenated/EN_001l.wav,ES_001_28,ES,2
EN_001_31,EN_001,EN,RE,0 days 00:00:37.690000,0 days 00:00:40.312000,0 days 00:00:02.622000,fragments-short/EN_001_31.wav,fragments-short-concatenated/EN_001l.wav,ES_001_31,ES,2
EN_001_33,EN_001,EN,RE,0 days 00:00:40.312000,0 days 00:00:43.433000,0 days 00:00:03.121000,fragments-short/EN_001_33.wav,fragments-short-concatenated/EN_001l.wav,ES_001_33,ES,2
EN_001_34,EN_001,EN,RE,0 days 00:00:43.433000,0 days 00:00:44.108000,0 days 00:00:00.675000,fragments-short/EN_001_34.wav,fragments-short-concatenated/EN_001l.wav,ES_001_34,ES,2
EN_001_35,EN_001,EN,RE,0 days 00:00:44.108000,0 days 00:00:47.176000,0 days 00:00:03.068000,fragments-short/EN_001_35.wav,fragments-short-concatenated/EN_001l.wav,ES_001_35,ES,2
EN_001_41,EN_001,EN,RE,0 days 00:00:47.176000,0 days 00:00:50.298000,0 days 00:00:03.122000,fragments-short/EN_001_41.wav,fragments-short-concatenated/EN_001l.wav,ES_001_41,ES,2
ES_002_1,ES_002,ES,OG,0 days 00:00:00,0 days 00:00:01.030000,0 days 00:00:01.030000,fragments-short/ES_002_1.wav,fragments-short-concatenated/ES_002r.wav,EN_002_1,EN,4
ES_002_4,ES_002,ES,OG,0 days 00:00:01.030000,0 days 00:00:02.310000,0 days 00:00:01.280000,fragments-short/ES_002_4.wav,fragments-short-concatenated/ES_002r.wav,EN_002_4,EN,4
ES_002_6,ES_002,ES,OG,0 days 00:00:02.310000,0 days 00:00:03.940000,0 days 00:00:01.630000,fragments-short/ES_002_6.wav,fragments-short-concatenated/ES_002r.wav,EN_002_6,EN,4
ES_002_8,ES_002,ES,OG,0 days 00:00:03.940000,0 days 00:00:05.500000,0 days 00:00:01.560000,fragments-short/ES_002_8.wav,fragments-short-concatenated/ES_002r.wav,EN_002_8,EN,4
ES_002_10,ES_002,ES,OG,0 days 00:00:05.500000,0 days 00:00:06.280000,0 days 00:00:00.780000,fragments-short/ES_002_10.wav,fragments-short-concatenated/ES_002r.wav,EN_002_10,EN,4
ES_002_11,ES_002,ES,OG,0 days 00:00:06.280000,0 days 00:00:10.370000,0 days 00:00:04.090000,fragments-short/ES_002_11.wav,fragments-short-concatenated/ES_002r.wav,EN_002_11,EN,4
ES_002_12,ES_002,ES,OG,0 days 00:00:10.370000,0 days 00:00:13.290000,0 days 00:00:02.920000,fragments-short/ES_002_12.wav,fragments-short-concatenated/ES_002r.wav,EN_002_12,EN,4
ES_002_15,ES_002,ES,OG,0 days 00:00:13.290000,0 days 00:00:14.820000,0 days 00:00:01.530000,fragments-short/ES_002_15.wav,fragments-short-concatenated/ES_002r.wav,EN_002_15,EN,4
ES_002_17,ES_002,ES,OG,0 days 00:00:14.820000,0 days 00:00:15.570000,0 days 00:00:00.750000,fragments-short/ES_002_17.wav,fragments-short-concatenated/ES_002r.wav,EN_002_17,EN,4
ES_002_18,ES_002,ES,OG,0 days 00:00:15.570000,0 days 00:00:16.580000,0 days 00:00:01.010000,fragments-short/ES_002_18.wav,fragments-short-concatenated/ES_002r.wav,EN_002_18,EN,4
ES_002_20,ES_002,ES,OG,0 days 00:00:16.580000,0 days 00:00:17.910000,0 days 00:00:01.330000,fragments-short/ES_002_20.wav,fragments-short-concatenated/ES_002r.wav,EN_002_20,EN,4
ES_002_21,ES_002,ES,OG,0 days 00:00:17.910000,0 days 00:00:19,0 days 00:00:01.090000,fragments-short/ES_002_21.wav,fragments-short-concatenated/ES_002r.wav,EN_002_21,EN,4
ES_002_23,ES_002,ES,OG,0 days 00:00:19,0 days 00:00:22.440000,0 days 00:00:03.440000,fragments-short/ES_002_23.wav,fragments-short-concatenated/ES_002r.wav,EN_002_23,EN,4
ES_002_27,ES_002,ES,OG,0 days 00:00:22.440000,0 days 00:00:23.610000,0 days 00:00:01.170000,fragments-short/ES_002_27.wav,fragments-short-concatenated/ES_002r.wav,EN_002_27,EN,4
ES_002_28,ES_002,ES,OG,0 days 00:00:23.610000,0 days 00:00:25.920000,0 days 00:00:02.310000,fragments-short/ES_002_28.wav,fragments-short-concatenated/ES_002r.wav,EN_002_28,EN,4
ES_002_29,ES_002,ES,OG,0 days 00:00:25.920000,0 days 00:00:27.210000,0 days 00:00:01.290000,fragments-short/ES_002_29.wav,fragments-short-concatenated/ES_002r.wav,EN_002_29,EN,4
ES_002_31,ES_002,ES,OG,0 days 00:00:27.210000,0 days 00:00:29.390000,0 days 00:00:02.180000,fragments-short/ES_002_31.wav,fragments-short-concatenated/ES_002r.wav,EN_002_31,EN,4
ES_002_34,ES_002,ES,OG,0 days 00:00:29.390000,0 days 00:00:32.390000,0 days 00:00:03,fragments-short/ES_002_34.wav,fragments-short-concatenated/ES_002r.wav,EN_002_34,EN,4
ES_002_36,ES_002,ES,OG,0 days 00:00:32.390000,0 days 00:00:34.930000,0 days 00:00:02.540000,fragments-short/ES_002_36.wav,fragments-short-concatenated/ES_002r.wav,EN_002_36,EN,4
ES_002_39,ES_002,ES,OG,0 days 00:00:34.930000,0 days 00:00:36.930000,0 days 00:00:02,fragments-short/ES_002_39.wav,fragments-short-concatenated/ES_002r.wav,EN_002_39,EN,4
ES_002_40,ES_002,ES,OG,0 days 00:00:36.930000,0 days 00:00:38.700000,0 days 00:00:01.770000,fragments-short/ES_002_40.wav,fragments-short-concatenated/ES_002r.wav,EN_002_40,EN,4
ES_002_42,ES_002,ES,OG,0 days 00:00:38.700000,0 days 00:00:42.730000,0 days 00:00:04.030000,fragments-short/ES_002_42.wav,fragments-short-concatenated/ES_002r.wav,EN_002_42,EN,4
ES_002_2,ES_002,ES,OG,0 days 00:00:00,0 days 00:00:00.600000,0 days 00:00:00.600000,fragments-short/ES_002_2.wav,fragments-short-concatenated/ES_002l.wav,EN_002_2,EN,3
ES_002_3,ES_002,ES,OG,0 days 00:00:00.600000,0 days 00:00:01.680000,0 days 00:00:01.080000,fragments-short/ES_002_3.wav,fragments-short-concatenated/ES_002l.wav,EN_002_3,EN,3
ES_002_5,ES_002,ES,OG,0 days 00:00:01.680000,0 days 00:00:02.790000,0 days 00:00:01.110000,fragments-short/ES_002_5.wav,fragments-short-concatenated/ES_002l.wav,EN_002_5,EN,3
ES_002_7,ES_002,ES,OG,0 days 00:00:02.790000,0 days 00:00:05.040000,0 days 00:00:02.250000,fragments-short/ES_002_7.wav,fragments-short-concatenated/ES_002l.wav,EN_002_7,EN,3
ES_002_9,ES_002,ES,OG,0 days 00:00:05.040000,0 days 00:00:06.150000,0 days 00:00:01.110000,fragments-short/ES_002_9.wav,fragments-short-concatenated/ES_002l.wav,EN_002_9,EN,3
ES_002_13,ES_002,ES,OG,0 days 00:00:06.150000,0 days 00:00:08.010000,0 days 00:00:01.860000,fragments-short/ES_002_13.wav,fragments-short-concatenated/ES_002l.wav,EN_002_13,EN,3
ES_002_14,ES_002,ES,OG,0 days 00:00:08.010000,0 days 00:00:09.630000,0 days 00:00:01.620000,fragments-short/ES_002_14.wav,fragments-short-concatenated/ES_002l.wav,EN_002_14,EN,3
ES_002_16,ES_002,ES,OG,0 days 00:00:09.630000,0 days 00:00:10.990000,0 days 00:00:01.360000,fragments-short/ES_002_16.wav,fragments-short-concatenated/ES_002l.wav,EN_002_16,EN,3
ES_002_22,ES_002,ES,OG,0 days 00:00:10.990000,0 days 00:00:12.040000,0 days 00:00:01.050000,fragments-short/ES_002_22.wav,fragments-short-concatenated/ES_002l.wav,EN_002_22,EN,3
ES_002_25,ES_002,ES,OG,0 days 00:00:12.040000,0 days 00:00:13.460000,0 days 00:00:01.420000,fragments-short/ES_002_25.wav,fragments-short-concatenated/ES_002l.wav,EN_002_25,EN,3
ES_002_26,ES_002,ES,OG,0 days 00:00:13.460000,0 days 00:00:15,0 days 00:00:01.540000,fragments-short/ES_002_26.wav,fragments-short-concatenated/ES_002l.wav,EN_002_26,EN,3
ES_002_30,ES_002,ES,OG,0 days 00:00:15,0 days 00:00:15.800000,0 days 00:00:00.800000,fragments-short/ES_002_30.wav,fragments-short-concatenated/ES_002l.wav,EN_002_30,EN,3
ES_002_32,ES_002,ES,OG,0 days 00:00:15.800000,0 days 00:00:17.680000,0 days 00:00:01.880000,fragments-short/ES_002_32.wav,fragments-short-concatenated/ES_002l.wav,EN_002_32,EN,3
ES_002_33,ES_002,ES,OG,0 days 00:00:17.680000,0 days 00:00:18.950000,0 days 00:00:01.270000,fragments-short/ES_002_33.wav,fragments-short-concatenated/ES_002l.wav,EN_002_33,EN,3
ES_002_35,ES_002,ES,OG,0 days 00:00:18.950000,0 days 00:00:20.720000,0 days 00:00:01.770000,fragments-short/ES_002_35.wav,fragments-short-concatenated/ES_002l.wav,EN_002_35,EN,3
ES_002_37,ES_002,ES,OG,0 days 00:00:20.720000,0 days 00:00:21.330000,0 days 00:00:00.610000,fragments-short/ES_002_37.wav,fragments-short-concatenated/ES_002l.wav,EN_002_37,EN,3
ES_002_38,ES_002,ES,OG,0 days 00:00:21.330000,0 days 00:00:22.930000,0 days 00:00:01.600000,fragments-short/ES_002_38.wav,fragments-short-concatenated/ES_002l.wav,EN_002_38,EN,3
ES_002_41,ES_002,ES,OG,0 days 00:00:22.930000,0 days 00:00:25.260000,0 days 00:00:02.330000,fragments-short/ES_002_41.wav,fragments-short-concatenated/ES_002l.wav,EN_002_41,EN,3
ES_002_43,ES_002,ES,OG,0 days 00:00:25.260000,0 days 00:00:25.760000,0 days 00:00:00.500000,fragments-short/ES_002_43.wav,fragments-short-concatenated/ES_002l.wav,EN_002_43,EN,3
EN_002_1,EN_002,EN,RE,0 days 00:00:00,0 days 00:00:01.100000,0 days 00:00:01.100000,fragments-short/EN_002_1.wav,fragments-short-concatenated/EN_002r.wav,ES_002_1,ES,4
EN_002_4,EN_002,EN,RE,0 days 00:00:01.100000,0 days 00:00:02.360000,0 days 00:00:01.260000,fragments-short/EN_002_4.wav,fragments-short-concatenated/EN_002r.wav,ES_002_4,ES,4
EN_002_6,EN_002,EN,RE,0 days 00:00:02.360000,0 days 00:00:04.230000,0 days 00:00:01.870000,fragments-short/EN_002_6.wav,fragments-short-concatenated/EN_002r.wav,ES_002_6,ES,4
EN_002_8,EN_002,EN,RE,0 days 00:00:04.230000,0 days 00:00:07,0 days 00:00:02.770000,fragments-short/EN_002_8.wav,fragments-short-concatenated/EN_002r.wav,ES_002_8,ES,4
EN_002_10,EN_002,EN,RE,0 days 00:00:07,0 days 00:00:07.650000,0 days 00:00:00.650000,fragments-short/EN_002_10.wav,fragments-short-concatenated/EN_002r.wav,ES_002_10,ES,4
EN_002_11,EN_002,EN,RE,0 days 00:00:07.650000,0 days 00:00:11.590000,0 days 00:00:03.940000,fragments-short/EN_002_11.wav,fragments-short-concatenated/EN_002r.wav,ES_002_11,ES,4
EN_002_12,EN_002,EN,RE,0 days 00:00:11.590000,0 days 00:00:14.070000,0 days 00:00:02.480000,fragments-short/EN_002_12.wav,fragments-short-concatenated/EN_002r.wav,ES_002_12,ES,4
EN_002_15,EN_002,EN,RE,0 days 00:00:14.070000,0 days 00:00:15.230000,0 days 00:00:01.160000,fragments-short/EN_002_15.wav,fragments-short-concatenated/EN_002r.wav,ES_002_15,ES,4
EN_002_17,EN_002,EN,RE,0 days 00:00:15.230000,0 days 00:00:15.990000,0 days 00:00:00.760000,fragments-short/EN_002_17.wav,fragments-short-concatenated/EN_002r.wav,ES_002_17,ES,4
EN_002_18,EN_002,EN,RE,0 days 00:00:15.990000,0 days 00:00:16.937000,0 days 00:00:00.947000,fragments-short/EN_002_18.wav,fragments-short-concatenated/EN_002r.wav,ES_002_18,ES,4
EN_002_20,EN_002,EN,RE,0 days 00:00:16.937000,0 days 00:00:18.417000,0 days 00:00:01.480000,fragments-short/EN_002_20.wav,fragments-short-concatenated/EN_002r.wav,ES_002_20,ES,4
EN_002_21,EN_002,EN,RE,0 days 00:00:18.417000,0 days 00:00:19.557000,0 days 00:00:01.140000,fragments-short/EN_002_21.wav,fragments-short-concatenated/EN_002r.wav,ES_002_21,ES,4
EN_002_23,EN_002,EN,RE,0 days 00:00:19.557000,0 days 00:00:21.477000,0 days 00:00:01.920000,fragments-short/EN_002_23.wav,fragments-short-concatenated/EN_002r.wav,ES_002_23,ES,4
EN_002_27,EN_002,EN,RE,0 days 00:00:21.477000,0 days 00:00:22.527000,0 days 00:00:01.050000,fragments-short/EN_002_27.wav,fragments-short-concatenated/EN_002r.wav,ES_002_27,ES,4
EN_002_28,EN_002,EN,RE,0 days 00:00:22.527000,0 days 00:00:24.397000,0 days 00:00:01.870000,fragments-short/EN_002_28.wav,fragments-short-concatenated/EN_002r.wav,ES_002_28,ES,4
