id,conv_id,lang_code,original_or_reenacted,time_start_rel,time_end_rel,duration,audio_path,concat_audio_path,trans_id,trans_lang_code,participant_id_unique
ES_004_42,ES_004,ES,OG,0 days 00:00:15.630000,0 days 00:00:17.700000,0 days 00:00:02.070000,fragments-short/ES_004_42.wav,fragments-short-concatenated/ES_004r.wav,EN_004_42,EN,3
ES_004_43,ES_004,ES,OG,0 days 00:00:17.700000,0 days 00:00:19.050000,0 days 00:00:01.350000,fragments-short/ES_004_43.wav,fragments-short-concatenated/ES_004r.wav,EN_004_43,EN,3
ES_004_45,ES_004,ES,OG,0 days 00:00:19.050000,0 days 00:00:20.140000,0 days 00:00:01.090000,fragments-short/ES_004_45.wav,fragments-short-concatenated/ES_004r.wav,EN_004_45,EN,3
ES_004_46,ES_004,ES,OG,0 days 00:00:20.140000,0 days 00:00:22.240000,0 days 00:00:02.100000,fragments-short/ES_004_46.wav,fragments-short-concatenated/ES_004r.wav,EN_004_46,EN,3
ES_005_1,ES_005,ES,OG,0 days 00:00:00,0 days 00:00:01.410000,0 days 00:00:01.410000,fragments-short/ES_005_1.wav,fragments-short-concatenated/ES_005l.wav,EN_005_1,EN,3
ES_005_13,ES_005,ES,OG,0 days 00:00:01.410000,0 days 00:00:04.320000,0 days 00:00:02.910000,fragments-short/ES_005_13.wav,fragments-short-concatenated/ES_005l.wav,EN_005_13,EN,3
ES_005_14,ES_005,ES,OG,0 days 00:00:04.320000,0 days 00:00:05.810000,0 days 00:00:01.490000,fragments-short/ES_005_14.wav,fragments-short-concatenated/ES_005l.wav,EN_005_14,EN,3
ES_005_21,ES_005,ES,OG,0 days 00:00:05.810000,0 days 00:00:06.430000,0 days 00:00:00.620000,fragments-short/ES_005_21.wav,fragments-short-concatenated/ES_005l.wav,EN_005_21,EN,3
ES_005_26,ES_005,ES,OG,0 days 00:00:32.580000,0 days 00:00:34.100000,0 days 00:00:01.520000,fragments-short/ES_005_26.wav,fragments-short-concatenated/ES_005r.wav,EN_005_26,EN,8
ES_005_29,ES_005,ES,OG,0 days 00:00:06.430000,0 days 00:00:08.100000,0 days 00:00:01.670000,fragments-short/ES_005_29.wav,fragments-short-concatenated/ES_005l.wav,EN_005_29,EN,3
ES_005_30,ES_005,ES,OG,0 days 00:00:08.100000,0 days 00:00:09.150000,0 days 00:00:01.050000,fragments-short/ES_005_30.wav,fragments-short-concatenated/ES_005l.wav,EN_005_30,EN,3
ES_005_32,ES_005,ES,OG,0 days 00:00:09.150000,0 days 00:00:10.220000,0 days 00:00:01.070000,fragments-short/ES_005_32.wav,fragments-short-concatenated/ES_005l.wav,EN_005_32,EN,3
ES_005_34,ES_005,ES,OG,0 days 00:00:10.220000,0 days 00:00:11.070000,0 days 00:00:00.850000,fragments-short/ES_005_34.wav,fragments-short-concatenated/ES_005l.wav,EN_005_34,EN,3
ES_005_38,ES_005,ES,OG,0 days 00:00:11.070000,0 days 00:00:12.490000,0 days 00:00:01.420000,fragments-short/ES_005_38.wav,fragments-short-concatenated/ES_005l.wav,EN_005_38,EN,3
ES_006_1,ES_006,ES,RE,0 days 00:00:00,0 days 00:00:01.690000,0 days 00:00:01.690000,fragments-short/ES_006_1.wav,fragments-short-concatenated/ES_006l.wav,EN_006_1,EN,3
ES_006_3,ES_006,ES,RE,0 days 00:00:01.690000,0 days 00:00:04.860000,0 days 00:00:03.170000,fragments-short/ES_006_3.wav,fragments-short-concatenated/ES_006l.wav,EN_006_3,EN,3
ES_006_9,ES_006,ES,RE,0 days 00:00:04.860000,0 days 00:00:05.640000,0 days 00:00:00.780000,fragments-short/ES_006_9.wav,fragments-short-concatenated/ES_006l.wav,EN_006_9,EN,3
ES_006_11,ES_006,ES,RE,0 days 00:00:05.640000,0 days 00:00:06.280000,0 days 00:00:00.640000,fragments-short/ES_006_11.wav,fragments-short-concatenated/ES_006l.wav,EN_006_11,EN,3
ES_006_14,ES_006,ES,RE,0 days 00:00:06.280000,0 days 00:00:07.750000,0 days 00:00:01.470000,fragments-short/ES_006_14.wav,fragments-short-concatenated/ES_006l.wav,EN_006_14,EN,3
ES_006_23,ES_006,ES,RE,0 days 00:00:07.750000,0 days 00:00:10.330000,0 days 00:00:02.580000,fragments-short/ES_006_23.wav,fragments-short-concatenated/ES_006l.wav,EN_006_23,EN,3
ES_006_31,ES_006,ES,RE,0 days 00:00:10.330000,0 days 00:00:11.190000,0 days 00:00:00.860000,fragments-short/ES_006_31.wav,fragments-short-concatenated/ES_006l.wav,EN_006_31,EN,3
ES_006_35,ES_006,ES,RE,0 days 00:00:11.190000,0 days 00:00:11.880000,0 days 00:00:00.690000,fragments-short/ES_006_35.wav,fragments-short-concatenated/ES_006l.wav,EN_006_35,EN,3
ES_006_37,ES_006,ES,RE,0 days 00:00:11.880000,0 days 00:00:12.880000,0 days 00:00:01,fragments-short/ES_006_37.wav,fragments-short-concatenated/ES_006l.wav,EN_006_37,EN,3
ES_006_43,ES_006,ES,RE,0 days 00:00:12.880000,0 days 00:00:14.730000,0 days 00:00:01.850000,fragments-short/ES_006_43.wav,fragments-short-concatenated/ES_006l.wav,EN_006_43,EN,3
ES_006_44,ES_006,ES,RE,0 days 00:00:14.730000,0 days 00:00:16.520000,0 days 00:00:01.790000,fragments-short/ES_006_44.wav,fragments-short-concatenated/ES_006l.wav,EN_006_44,EN,3
ES_007_2,ES_007,ES,OG,0 days 00:00:00,0 days 00:00:01.540000,0 days 00:00:01.540000,fragments-short/ES_007_2.wav,fragments-short-concatenated/ES_007r.wav,EN_007_2,EN,3
ES_007_6,ES_007,ES,OG,0 days 00:00:01.540000,0 days 00:00:02.670000,0 days 00:00:01.130000,fragments-short/ES_007_6.wav,fragments-short-concatenated/ES_007r.wav,EN_007_6,EN,3
ES_007_9,ES_007,ES,OG,0 days 00:00:02.670000,0 days 00:00:03.500000,0 days 00:00:00.830000,fragments-short/ES_007_9.wav,fragments-short-concatenated/ES_007r.wav,EN_007_9,EN,3
ES_007_11,ES_007,ES,OG,0 days 00:00:03.500000,0 days 00:00:04.840000,0 days 00:00:01.340000,fragments-short/ES_007_11.wav,fragments-short-concatenated/ES_007r.wav,EN_007_11,EN,3
ES_007_13,ES_007,ES,OG,0 days 00:00:04.840000,0 days 00:00:06.200000,0 days 00:00:01.360000,fragments-short/ES_007_13.wav,fragments-short-concatenated/ES_007r.wav,EN_007_13,EN,3
ES_008_1,ES_008,ES,OG,0 days 00:00:00,0 days 00:00:01.130000,0 days 00:00:01.130000,fragments-short/ES_008_1.wav,fragments-short-concatenated/ES_008r.wav,EN_008_1,EN,10
ES_008_3,ES_008,ES,OG,0 days 00:00:01.130000,0 days 00:00:03.835000,0 days 00:00:02.705000,fragments-short/ES_008_3.wav,fragments-short-concatenated/ES_008r.wav,EN_008_3,EN,10
ES_008_5,ES_008,ES,OG,0 days 00:00:03.835000,0 days 00:00:04.455000,0 days 00:00:00.620000,fragments-short/ES_008_5.wav,fragments-short-concatenated/ES_008r.wav,EN_008_5,EN,10
ES_008_7,ES_008,ES,OG,0 days 00:00:04.455000,0 days 00:00:05.865000,0 days 00:00:01.410000,fragments-short/ES_008_7.wav,fragments-short-concatenated/ES_008r.wav,EN_008_7,EN,10
ES_008_8,ES_008,ES,OG,0 days 00:00:05.865000,0 days 00:00:06.975000,0 days 00:00:01.110000,fragments-short/ES_008_8.wav,fragments-short-concatenated/ES_008r.wav,EN_008_8,EN,10
ES_008_9,ES_008,ES,OG,0 days 00:00:06.975000,0 days 00:00:07.645000,0 days 00:00:00.670000,fragments-short/ES_008_9.wav,fragments-short-concatenated/ES_008r.wav,EN_008_9,EN,10
ES_008_10,ES_008,ES,OG,0 days 00:00:07.645000,0 days 00:00:10.245000,0 days 00:00:02.600000,fragments-short/ES_008_10.wav,fragments-short-concatenated/ES_008r.wav,EN_008_10,EN,10
ES_008_11,ES_008,ES,OG,0 days 00:00:10.245000,0 days 00:00:12.345000,0 days 00:00:02.100000,fragments-short/ES_008_11.wav,fragments-short-concatenated/ES_008r.wav,EN_008_11,EN,10
ES_008_13,ES_008,ES,OG,0 days 00:00:12.345000,0 days 00:00:13.035000,0 days 00:00:00.690000,fragments-short/ES_008_13.wav,fragments-short-concatenated/ES_008r.wav,EN_008_13,EN,10
ES_008_14,ES_008,ES,OG,0 days 00:00:13.035000,0 days 00:00:15.185000,0 days 00:00:02.150000,fragments-short/ES_008_14.wav,fragments-short-concatenated/ES_008r.wav,EN_008_14,EN,10
ES_008_16,ES_008,ES,OG,0 days 00:00:15.185000,0 days 00:00:16.105000,0 days 00:00:00.920000,fragments-short/ES_008_16.wav,fragments-short-concatenated/ES_008r.wav,EN_008_16,EN,10
ES_008_18,ES_008,ES,OG,0 days 00:00:16.105000,0 days 00:00:18.455000,0 days 00:00:02.350000,fragments-short/ES_008_18.wav,fragments-short-concatenated/ES_008r.wav,EN_008_18,EN,10
ES_008_20,ES_008,ES,OG,0 days 00:00:18.455000,0 days 00:00:19.365000,0 days 00:00:00.910000,fragments-short/ES_008_20.wav,fragments-short-concatenated/ES_008r.wav,EN_008_20,EN,10
ES_008_23,ES_008,ES,OG,0 days 00:00:19.365000,0 days 00:00:20.715000,0 days 00:00:01.350000,fragments-short/ES_008_23.wav,fragments-short-concatenated/ES_008r.wav,EN_008_23,EN,10
ES_008_26,ES_008,ES,OG,0 days 00:00:20.715000,0 days 00:00:22.735000,0 days 00:00:02.020000,fragments-short/ES_008_26.wav,fragments-short-concatenated/ES_008r.wav,EN_008_26,EN,10
ES_008_28,ES_008,ES,OG,0 days 00:00:22.735000,0 days 00:00:23.965000,0 days 00:00:01.230000,fragments-short/ES_008_28.wav,fragments-short-concatenated/ES_008r.wav,EN_008_28,EN,10
ES_008_29,ES_008,ES,OG,0 days 00:00:23.965000,0 days 00:00:25.555000,0 days 00:00:01.590000,fragments-short/ES_008_29.wav,fragments-short-concatenated/ES_008r.wav,EN_008_29,EN,10
ES_008_36,ES_008,ES,OG,0 days 00:00:25.555000,0 days 00:00:28.065000,0 days 00:00:02.510000,fragments-short/ES_008_36.wav,fragments-short-concatenated/ES_008r.wav,EN_008_36,EN,10
ES_008_41,ES_008,ES,OG,0 days 00:00:28.065000,0 days 00:00:30.795000,0 days 00:00:02.730000,fragments-short/ES_008_41.wav,fragments-short-concatenated/ES_008r.wav,EN_008_41,EN,10
ES_008_42,ES_008,ES,OG,0 days 00:00:30.795000,0 days 00:00:32.845000,0 days 00:00:02.050000,fragments-short/ES_008_42.wav,fragments-short-concatenated/ES_008r.wav,EN_008_42,EN,10
ES_008_43,ES_008,ES,OG,0 days 00:00:32.845000,0 days 00:00:34.685000,0 days 00:00:01.840000,fragments-short/ES_008_43.wav,fragments-short-concatenated/ES_008r.wav,EN_008_43,EN,10
ES_008_44,ES_008,ES,OG,0 days 00:00:34.685000,0 days 00:00:36.015000,0 days 00:00:01.330000,fragments-short/ES_008_44.wav,fragments-short-concatenated/ES_008r.wav,EN_008_44,EN,10
ES_008_47,ES_008,ES,OG,0 days 00:00:36.015000,0 days 00:00:37.625000,0 days 00:00:01.610000,fragments-short/ES_008_47.wav,fragments-short-concatenated/ES_008r.wav,EN_008_47,EN,10
ES_008_49,ES_008,ES,OG,0 days 00:00:37.625000,0 days 00:00:38.305000,0 days 00:00:00.680000,fragments-short/ES_008_49.wav,fragments-short-concatenated/ES_008r.wav,EN_008_49,EN,10
ES_008_50,ES_008,ES,OG,0 days 00:00:38.305000,0 days 00:00:40.015000,0 days 00:00:01.710000,fragments-short/ES_008_50.wav,fragments-short-concatenated/ES_008r.wav,EN_008_50,EN,10
ES_008_52,ES_008,ES,OG,0 days 00:00:40.015000,0 days 00:00:41.015000,0 days 00:00:01,fragments-short/ES_008_52.wav,fragments-short-concatenated/ES_008r.wav,EN_008_52,EN,10
ES_008_53,ES_008,ES,OG,0 days 00:00:41.015000,0 days 00:00:44.025000,0 days 00:00:03.010000,fragments-short/ES_008_53.wav,fragments-short-concatenated/ES_008r.wav,EN_008_53,EN,10
ES_008_54,ES_008,ES,OG,0 days 00:00:44.025000,0 days 00:00:45.905000,0 days 00:00:01.880000,fragments-short/ES_008_54.wav,fragments-short-concatenated/ES_008r.wav,EN_008_54,EN,10
ES_008_4,ES_008,ES,OG,0 days 00:00:00,0 days 00:00:01.960000,0 days 00:00:01.960000,fragments-short/ES_008_4.wav,fragments-short-concatenated/ES_008l.wav,EN_008_4,EN,10
ES_008_6,ES_008,ES,OG,0 days 00:00:01.960000,0 days 00:00:04.650000,0 days 00:00:02.690000,fragments-short/ES_008_6.wav,fragments-short-concatenated/ES_008l.wav,EN_008_6,EN,10
ES_008_12,ES_008,ES,OG,0 days 00:00:04.650000,0 days 00:00:06.350000,0 days 00:00:01.700000,fragments-short/ES_008_12.wav,fragments-short-concatenated/ES_008l.wav,EN_008_12,EN,10
ES_008_15,ES_008,ES,OG,0 days 00:00:06.350000,0 days 00:00:07.450000,0 days 00:00:01.100000,fragments-short/ES_008_15.wav,fragments-short-concatenated/ES_008l.wav,EN_008_15,EN,10
ES_008_17,ES_008,ES,OG,0 days 00:00:07.450000,0 days 00:00:10.230000,0 days 00:00:02.780000,fragments-short/ES_008_17.wav,fragments-short-concatenated/ES_008l.wav,EN_008_17,EN,10
ES_008_19,ES_008,ES,OG,0 days 00:00:10.230000,0 days 00:00:11.460000,0 days 00:00:01.230000,fragments-short/ES_008_19.wav,fragments-short-concatenated/ES_008l.wav,EN_008_19,EN,10
ES_008_21,ES_008,ES,OG,0 days 00:00:11.460000,0 days 00:00:12.920000,0 days 00:00:01.460000,fragments-short/ES_008_21.wav,fragments-short-concatenated/ES_008l.wav,EN_008_21,EN,10
ES_008_22,ES_008,ES,OG,0 days 00:00:12.920000,0 days 00:00:15.360000,0 days 00:00:02.440000,fragments-short/ES_008_22.wav,fragments-short-concatenated/ES_008l.wav,EN_008_22,EN,10
ES_008_24,ES_008,ES,OG,0 days 00:00:15.360000,0 days 00:00:19.830000,0 days 00:00:04.470000,fragments-short/ES_008_24.wav,fragments-short-concatenated/ES_008l.wav,EN_008_24,EN,10
ES_008_25,ES_008,ES,OG,0 days 00:00:19.830000,0 days 00:00:21.550000,0 days 00:00:01.720000,fragments-short/ES_008_25.wav,fragments-short-concatenated/ES_008l.wav,EN_008_25,EN,10
ES_008_27,ES_008,ES,OG,0 days 00:00:21.550000,0 days 00:00:24.320000,0 days 00:00:02.770000,fragments-short/ES_008_27.wav,fragments-short-concatenated/ES_008l.wav,EN_008_27,EN,10
ES_008_30,ES_008,ES,OG,0 days 00:00:24.320000,0 days 00:00:25.930000,0 days 00:00:01.610000,fragments-short/ES_008_30.wav,fragments-short-concatenated/ES_008l.wav,EN_008_30,EN,10
ES_008_31,ES_008,ES,OG,0 days 00:00:25.930000,0 days 00:00:28.590000,0 days 00:00:02.660000,fragments-short/ES_008_31.wav,fragments-short-concatenated/ES_008l.wav,EN_008_31,EN,10
ES_008_32,ES_008,ES,OG,0 days 00:00:28.590000,0 days 00:00:30.200000,0 days 00:00:01.610000,fragments-short/ES_008_32.wav,fragments-short-concatenated/ES_008l.wav,EN_008_32,EN,10
ES_008_33,ES_008,ES,OG,0 days 00:00:30.200000,0 days 00:00:31.200000,0 days 00:00:01,fragments-short/ES_008_33.wav,fragments-short-concatenated/ES_008l.wav,EN_008_33,EN,10
ES_008_34,ES_008,ES,OG,0 days 00:00:31.200000,0 days 00:00:33.060000,0 days 00:00:01.860000,fragments-short/ES_008_34.wav,fragments-short-concatenated/ES_008l.wav,EN_008_34,EN,10
ES_008_35,ES_008,ES,OG,0 days 00:00:33.060000,0 days 00:00:35.350000,0 days 00:00:02.290000,fragments-short/ES_008_35.wav,fragments-short-concatenated/ES_008l.wav,EN_008_35,EN,10
ES_008_37,ES_008,ES,OG,0 days 00:00:35.350000,0 days 00:00:37.670000,0 days 00:00:02.320000,fragments-short/ES_008_37.wav,fragments-short-concatenated/ES_008l.wav,EN_008_37,EN,10
ES_008_45,ES_008,ES,OG,0 days 00:00:37.670000,0 days 00:00:41.670000,0 days 00:00:04,fragments-short/ES_008_45.wav,fragments-short-concatenated/ES_008l.wav,EN_008_45,EN,10
ES_008_46,ES_008,ES,OG,0 days 00:00:41.670000,0 days 00:00:43.370000,0 days 00:00:01.700000,fragments-short/ES_008_46.wav,fragments-short-concatenated/ES_008l.wav,EN_008_46,EN,10
ES_008_48,ES_008,ES,OG,0 days 00:00:43.370000,0 days 00:00:44.020000,0 days 00:00:00.650000,fragments-short/ES_008_48.wav,fragments-short-concatenated/ES_008l.wav,EN_008_48,EN,10
ES_008_51,ES_008,ES,OG,0 days 00:00:44.020000,0 days 00:00:45.250000,0 days 00:00:01.230000,fragments-short/ES_008_51.wav,fragments-short-concatenated/ES_008l.wav,EN_008_51,EN,10
ES_008_55,ES_008,ES,OG,0 days 00:00:45.250000,0 days 00:00:46.260000,0 days 00:00:01.010000,fragments-short/ES_008_55.wav,fragments-short-concatenated/ES_008l.wav,EN_008_55,EN,10
ES_008_56,ES_008,ES,OG,0 days 00:00:46.260000,0 days 00:00:48.200000,0 days 00:00:01.940000,fragments-short/ES_008_56.wav,fragments-short-concatenated/ES_008l.wav,EN_008_56,EN,10
ES_008_57,ES_008,ES,OG,0 days 00:00:48.200000,0 days 00:00:49.760000,0 days 00:00:01.560000,fragments-short/ES_008_57.wav,fragments-short-concatenated/ES_008l.wav,EN_008_57,EN,10
ES_009_2,ES_009,ES,RE,0 days 00:00:00,0 days 00:00:00.810000,0 days 00:00:00.810000,fragments-short/ES_009_2.wav,fragments-short-concatenated/ES_009l.wav,EN_009_2,EN,11
ES_009_3,ES_009,ES,RE,0 days 00:00:00.810000,0 days 00:00:02.580000,0 days 00:00:01.770000,fragments-short/ES_009_3.wav,fragments-short-concatenated/ES_009l.wav,EN_009_3,EN,11
ES_009_4,ES_009,ES,RE,0 days 00:00:02.580000,0 days 00:00:04.150000,0 days 00:00:01.570000,fragments-short/ES_009_4.wav,fragments-short-concatenated/ES_009l.wav,EN_009_4,EN,11
ES_009_5,ES_009,ES,RE,0 days 00:00:04.150000,0 days 00:00:05.860000,0 days 00:00:01.710000,fragments-short/ES_009_5.wav,fragments-short-concatenated/ES_009l.wav,EN_009_5,EN,11
ES_009_6,ES_009,ES,RE,0 days 00:00:05.860000,0 days 00:00:07.670000,0 days 00:00:01.810000,fragments-short/ES_009_6.wav,fragments-short-concatenated/ES_009l.wav,EN_009_6,EN,11
ES_009_7,ES_009,ES,RE,0 days 00:00:07.670000,0 days 00:00:08.840000,0 days 00:00:01.170000,fragments-short/ES_009_7.wav,fragments-short-concatenated/ES_009l.wav,EN_009_7,EN,11
ES_009_8,ES_009,ES,RE,0 days 00:00:08.840000,0 days 00:00:10.880000,0 days 00:00:02.040000,fragments-short/ES_009_8.wav,fragments-short-concatenated/ES_009l.wav,EN_009_8,EN,11
ES_009_11,ES_009,ES,RE,0 days 00:00:10.880000,0 days 00:00:13.350000,0 days 00:00:02.470000,fragments-short/ES_009_11.wav,fragments-short-concatenated/ES_009l.wav,EN_009_11,EN,11
ES_009_12,ES_009,ES,RE,0 days 00:00:13.350000,0 days 00:00:14.570000,0 days 00:00:01.220000,fragments-short/ES_009_12.wav,fragments-short-concatenated/ES_009l.wav,EN_009_12,EN,11
ES_009_16,ES_009,ES,RE,0 days 00:00:14.570000,0 days 00:00:15.520000,0 days 00:00:00.950000,fragments-short/ES_009_16.wav,fragments-short-concatenated/ES_009l.wav,EN_009_16,EN,11
ES_009_22,ES_009,ES,RE,0 days 00:00:15.520000,0 days 00:00:18.030000,0 days 00:00:02.510000,fragments-short/ES_009_22.wav,fragments-short-concatenated/ES_009l.wav,EN_009_22,EN,11
ES_009_25,ES_009,ES,RE,0 days 00:00:18.030000,0 days 00:00:20.430000,0 days 00:00:02.400000,fragments-short/ES_009_25.wav,fragments-short-concatenated/ES_009l.wav,EN_009_25,EN,11
ES_009_27,ES_009,ES,RE,0 days 00:00:20.430000,0 days 00:00:22.320000,0 days 00:00:01.890000,fragments-short/ES_009_27.wav,fragments-short-concatenated/ES_009l.wav,EN_009_27,EN,11
ES_009_28,ES_009,ES,RE,0 days 00:00:22.320000,0 days 00:00:24.270000,0 days 00:00:01.950000,fragments-short/ES_009_28.wav,fragments-short-concatenated/ES_009l.wav,EN_009_28,EN,11
ES_009_29,ES_009,ES,RE,0 days 00:00:24.270000,0 days 00:00:25.420000,0 days 00:00:01.150000,fragments-short/ES_009_29.wav,fragments-short-concatenated/ES_009l.wav,EN_009_29,EN,11
